id,location_name,latitude,longitude,country_code,population,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,city_or_region,connection_order,conflict_point
3943,Bejar,40.38641,-5.76341,ES,15007,17,0.146965866,0.26288982,307.8018487,,,
3944,Misrikh,27.43137,80.53157,IN,15007,13,0.17371272,0.265933609,20380.9395,,,
3945,Un,29.58479,77.2554,IN,15007,13,0.178343135,0.262541961,8994.347528,,,
3946,Rotselaar,50.95302,4.71665,BE,15007,16,0.168082415,0.366584342,325.7032661,,,
3947,Oraiokastro,40.73083,22.91722,GR,15006,14,0.185529991,0.317061522,3832.70465,,,
3948,Campo de Criptana,39.40463,-3.12492,ES,15006,16,0.150137222,0.269019285,600.0293197,,,
3949,Kartuzy,54.33424,18.19735,PL,15002,15,0.183673469,0.353887317,4356.086491,,,
3950,Dumas,35.86559,-101.97324,US,15001,11,0.206732528,0.338160748,2457.212875,,,
3951,Nuuk,64.18347,-51.72157,GL,14798,0,0,0,0,,,
3952,Belmopan,17.25,-88.76667,BZ,13381,9,0.227181343,0.314437772,1392.540002,,,
3953,Avarua,-21.20778,-159.775,CK,13373,0,0,0,0,,,
3954,Torshavn,62.00973,-6.77164,FO,13200,16,0.146395215,0.234229543,8.291765357,,,
3955,Basseterre,17.29484,-62.7261,KN,12920,8,0.208949704,0.252276654,947.5718561,,,
3956,Pago Pago,-14.27806,-170.7025,AS,11500,2,0.75,0.833333333,0,,,
3957,Basse-Terre,15.99854,-61.72548,GP,11472,8,0.204007944,0.2442067,174.3096121,,,
3958,Mariehamn,60.09726,19.93481,AX,10682,15,0.173896784,0.288714834,317.0501264,,,
3959,Road Town,18.42693,-64.62079,VG,8449,8,0.213328299,0.259313106,2640.109443,,,
3960,Saint George's,12.05288,-61.75226,GD,7500,9,0.20798822,0.246832771,55183.14553,,,
3961,Valletta,35.89972,14.51472,MT,6794,15,0.169759659,0.277943801,990.6013113,,,
3962,Saint-Pierre,46.77914,-56.1773,PM,6200,13,0.15054623,0.206498951,0,,,
3963,Gustavia,17.89618,-62.84978,BL,5988,8,0.208949704,0.252276654,1063.905443,,,
3964,Marigot,18.06819,-63.08302,MF,5700,8,0.209104367,0.254046566,1739.660884,,,
3965,Vaduz,47.14151,9.52154,LI,5197,15,0.176559929,0.381120756,1650.78622,,,
3966,Lobamba,-26.46667,31.2,SZ,4557,19,0.088681224,0.112272905,1696.25432,,,
3967,San Marino,43.93667,12.44639,SM,4500,15,0.175725893,0.364119561,2639.395733,,,
3968,Funafuti,-8.52425,179.19417,TV,4492,2,0.6,0.666666667,0,,,
3969,Cockburn Town,21.46122,-71.14188,TC,3720,9,0.222528555,0.279536101,1526.846735,,,
3970,Kralendijk,12.15,-68.26667,BQ,3081,8,0.222879684,0.281979562,4610.225242,,,
3971,Iron River,46.09273,-88.64235,US,2904,12,0.192964481,0.340233179,168.7447643,,,
3972,Stanley,-51.7,-57.85,FK,2213,0,0,0,0,,,
3973,Longyearbyen,78.22334,15.64689,SJ,2060,0,0,0,0,,,
3974,The Valley,18.21704,-63.05783,AI,2035,8,0.208602548,0.251686684,1737.163728,,,
3975,Philipsburg,18.026,-63.04582,SX,1400,8,0.209104367,0.254046566,1739.660884,,,
3976,Mata-Utu,-13.28163,-176.17453,WF,1200,1,1,1,2,,,
3977,Yaren,-0.55085,166.9252,NR,1100,1,1,1,0,,,
3978,Hagatna,13.47567,144.74886,GU,1051,1,1,1,0,,,
3979,Brades,16.79183,-62.21058,MS,1000,8,0.209143069,0.250717446,369.6565625,,,
3980,Hamilton,32.2949,-64.78303,BM,902,0,0,0,0,,,
3981,Amato,38.38333,16.13333,IT,895,15,0.178058587,0.304071473,3926.288998,,,
3982,Kingston,-29.05459,167.96628,NF,880,0,0,0,0,,,
3983,Vatican City,41.90268,12.45414,VA,829,15,0.173604629,0.335260541,2746.315176,,,
3984,Jamestown,-15.93872,-5.71675,SH,637,0,0,0,0,,,
3985,Alofi,-19.05451,-169.91768,NU,624,2,0.75,0.833333333,0,,,
3986,Flying Fish Cove,-10.42172,105.67912,CX,500,19,0.097365207,0.126883163,2790.545455,,,
3987,West Island,-12.15681,96.82251,CC,120,20,0.088729169,0.106796535,0,,,
3988,Adamstown,-25.06597,-130.10147,PN,46,0,0,0,0,,,
3989,Port-aux-Francais,-49.35,70.21667,TF,45,0,0,0,0,,,
3990,Grytviken,-54.28111,-36.5092,GS,2,0,0,0,0,,,
3991,Plymouth,16.70555,-62.21292,MS,0,8,0.209143069,0.250717446,369.6565625,,,
3992,RMI Capitol,7.08931,171.3805,MH,0,1,1,1,0,,,
3993,Palikir - National Government Center,6.92477,158.16109,FM,0,0,0,0,0,,,
3994,Guam Government House,13.47191,144.74978,GU,0,1,1,1,0,,,
3995,Riverlea,-26.2119,27.97322,ZA,0,19,0.088686862,0.112511854,2510.792342,,,
3996,Haselbachtal,51.2357,14.02576,DE,0,15,0.182007959,0.37795526,2173.870478,,,
3997,Burg Unter-Falkenstein,47.7044,12.10466,DE,0,15,0.179167737,0.381283337,2096.742472,,,
3998,Cambebba,-3.62092,-38.82913,BR,0,13,0.141197051,0.207972281,37.54197653,,,
3999,Chasse Royale,50.42842,3.95001,BE,0,16,0.167930661,0.366524604,356.0272298,,,
4000,Melekeok,7.50043,134.62355,PW,0,20,0.093586475,0.123132535,0,,,
,,63.867,28.196,,,,,,,Narva,1,
,,63.856,28.843,,,,,,,Narva,2,
,,63.825,29.485,,,,,,,Narva,3,
,,63.773,30.12,,,,,,,Narva,4,
,,63.701,30.743,,,,,,,Narva,5,
,,63.608,31.351,,,,,,,Narva,6,
,,63.497,31.94,,,,,,,Narva,7,
,,63.367,32.507,,,,,,,Narva,8,
,,63.219,33.049,,,,,,,Narva,9,
,,63.053,33.563,,,,,,,Narva,10,
,,62.872,34.047,,,,,,,Narva,11,
,,62.676,34.499,,,,,,,Narva,12,
,,62.466,34.917,,,,,,,Narva,13,
,,62.243,35.299,,,,,,,Narva,14,
,,62.008,35.645,,,,,,,Narva,15,
,,61.763,35.954,,,,,,,Narva,16,
,,61.508,36.224,,,,,,,Narva,17,
,,61.246,36.455,,,,,,,Narva,18,
,,60.976,36.649,,,,,,,Narva,19,
,,60.702,36.803,,,,,,,Narva,20,
,,60.422,36.92,,,,,,,Narva,21,
,,60.14,36.998,,,,,,,Narva,22,
,,59.856,37.04,,,,,,,Narva,23,
,,59.571,37.046,,,,,,,Narva,24,
,,59.286,37.016,,,,,,,Narva,25,
,,59.003,36.951,,,,,,,Narva,26,
,,58.722,36.854,,,,,,,Narva,27,
,,58.445,36.724,,,,,,,Narva,28,
,,58.173,36.563,,,,,,,Narva,29,
,,57.907,36.373,,,,,,,Narva,30,
,,57.646,36.154,,,,,,,Narva,31,
,,57.394,35.908,,,,,,,Narva,32,
,,57.15,35.637,,,,,,,Narva,33,
,,56.914,35.341,,,,,,,Narva,34,
,,56.689,35.022,,,,,,,Narva,35,
,,56.474,34.682,,,,,,,Narva,36,
,,56.271,34.321,,,,,,,Narva,37,
,,56.079,33.942,,,,,,,Narva,38,
,,55.9,33.546,,,,,,,Narva,39,
,,55.734,33.134,,,,,,,Narva,40,
,,55.581,32.707,,,,,,,Narva,41,
,,55.442,32.267,,,,,,,Narva,42,
,,55.318,31.816,,,,,,,Narva,43,
,,55.208,31.354,,,,,,,Narva,44,
,,55.114,30.883,,,,,,,Narva,45,
,,55.035,30.405,,,,,,,Narva,46,
,,54.971,29.92,,,,,,,Narva,47,
,,54.923,29.431,,,,,,,Narva,48,
,,54.891,28.938,,,,,,,Narva,49,
,,54.875,28.444,,,,,,,Narva,50,
,,54.875,27.948,,,,,,,Narva,51,
,,54.891,27.454,,,,,,,Narva,52,
,,54.923,26.961,,,,,,,Narva,53,
,,54.971,26.472,,,,,,,Narva,54,
,,55.035,25.987,,,,,,,Narva,55,
,,55.114,25.509,,,,,,,Narva,56,
,,55.208,25.038,,,,,,,Narva,57,
,,55.318,24.576,,,,,,,Narva,58,
,,55.442,24.125,,,,,,,Narva,59,
,,55.581,23.685,,,,,,,Narva,60,
,,55.734,23.258,,,,,,,Narva,61,
,,55.9,22.846,,,,,,,Narva,62,
,,56.079,22.45,,,,,,,Narva,63,
,,56.271,22.071,,,,,,,Narva,64,
,,56.474,21.71,,,,,,,Narva,65,
,,56.689,21.37,,,,,,,Narva,66,
,,56.914,21.051,,,,,,,Narva,67,
,,57.15,20.755,,,,,,,Narva,68,
,,57.394,20.484,,,,,,,Narva,69,
,,57.646,20.238,,,,,,,Narva,70,
,,57.907,20.019,,,,,,,Narva,71,
,,58.173,19.829,,,,,,,Narva,72,
,,58.445,19.668,,,,,,,Narva,73,
,,58.722,19.538,,,,,,,Narva,74,
,,59.003,19.441,,,,,,,Narva,75,
,,59.286,19.376,,,,,,,Narva,76,
,,59.571,19.346,,,,,,,Narva,77,
,,59.856,19.352,,,,,,,Narva,78,
,,60.14,19.394,,,,,,,Narva,79,
,,60.422,19.472,,,,,,,Narva,80,
,,60.702,19.589,,,,,,,Narva,81,
,,60.976,19.743,,,,,,,Narva,82,
,,61.246,19.937,,,,,,,Narva,83,
,,61.508,20.168,,,,,,,Narva,84,
,,61.763,20.438,,,,,,,Narva,85,
,,62.008,20.747,,,,,,,Narva,86,
,,62.243,21.093,,,,,,,Narva,87,
,,62.466,21.475,,,,,,,Narva,88,
,,62.676,21.893,,,,,,,Narva,89,
,,62.872,22.345,,,,,,,Narva,90,
,,63.053,22.829,,,,,,,Narva,91,
,,63.219,23.343,,,,,,,Narva,92,
,,63.367,23.885,,,,,,,Narva,93,
,,63.497,24.452,,,,,,,Narva,94,
,,63.608,25.041,,,,,,,Narva,95,
,,63.701,25.649,,,,,,,Narva,96,
,,63.773,26.272,,,,,,,Narva,97,
,,63.825,26.907,,,,,,,Narva,98,
,,63.856,27.549,,,,,,,Narva,99,
,,63.867,28.196,,,,,,,Narva,100,
,,63.927,24.74,,,,,,,Tallinn,1,
,,63.916,25.388,,,,,,,Tallinn,2,
,,63.885,26.032,,,,,,,Tallinn,3,
,,63.833,26.668,,,,,,,Tallinn,4,
,,63.761,27.293,,,,,,,Tallinn,5,
,,63.668,27.902,,,,,,,Tallinn,6,
,,63.557,28.492,,,,,,,Tallinn,7,
,,63.426,29.06,,,,,,,Tallinn,8,
,,63.278,29.603,,,,,,,Tallinn,9,
,,63.113,30.118,,,,,,,Tallinn,10,
,,62.932,30.603,,,,,,,Tallinn,11,
,,62.736,31.056,,,,,,,Tallinn,12,
,,62.525,31.474,,,,,,,Tallinn,13,
,,62.302,31.858,,,,,,,Tallinn,14,
,,62.068,32.204,,,,,,,Tallinn,15,
,,61.822,32.513,,,,,,,Tallinn,16,
,,61.568,32.783,,,,,,,Tallinn,17,
,,61.305,33.015,,,,,,,Tallinn,18,
,,61.036,33.208,,,,,,,Tallinn,19,
,,60.761,33.363,,,,,,,Tallinn,20,
,,60.482,33.48,,,,,,,Tallinn,21,
,,60.199,33.558,,,,,,,Tallinn,22,
,,59.915,33.6,,,,,,,Tallinn,23,
,,59.63,33.605,,,,,,,Tallinn,24,
,,59.345,33.575,,,,,,,Tallinn,25,
,,59.062,33.511,,,,,,,Tallinn,26,
,,58.782,33.413,,,,,,,Tallinn,27,
,,58.505,33.282,,,,,,,Tallinn,28,
,,58.233,33.121,,,,,,,Tallinn,29,
,,57.966,32.93,,,,,,,Tallinn,30,
,,57.706,32.711,,,,,,,Tallinn,31,
,,57.453,32.465,,,,,,,Tallinn,32,
,,57.209,32.193,,,,,,,Tallinn,33,
,,56.974,31.896,,,,,,,Tallinn,34,
,,56.748,31.577,,,,,,,Tallinn,35,
,,56.534,31.236,,,,,,,Tallinn,36,
,,56.33,30.875,,,,,,,Tallinn,37,
,,56.139,30.495,,,,,,,Tallinn,38,
,,55.959,30.098,,,,,,,Tallinn,39,
,,55.793,29.685,,,,,,,Tallinn,40,
,,55.641,29.258,,,,,,,Tallinn,41,
,,55.502,28.817,,,,,,,Tallinn,42,
,,55.378,28.365,,,,,,,Tallinn,43,
,,55.268,27.903,,,,,,,Tallinn,44,
,,55.174,27.431,,,,,,,Tallinn,45,
,,55.095,26.952,,,,,,,Tallinn,46,
,,55.031,26.467,,,,,,,Tallinn,47,
,,54.983,25.977,,,,,,,Tallinn,48,
,,54.951,25.484,,,,,,,Tallinn,49,
,,54.935,24.988,,,,,,,Tallinn,50,
,,54.935,24.492,,,,,,,Tallinn,51,
,,54.951,23.996,,,,,,,Tallinn,52,
,,54.983,23.503,,,,,,,Tallinn,53,
,,55.031,23.013,,,,,,,Tallinn,54,
,,55.095,22.528,,,,,,,Tallinn,55,
,,55.174,22.049,,,,,,,Tallinn,56,
,,55.268,21.577,,,,,,,Tallinn,57,
,,55.378,21.115,,,,,,,Tallinn,58,
,,55.502,20.663,,,,,,,Tallinn,59,
,,55.641,20.222,,,,,,,Tallinn,60,
,,55.793,19.795,,,,,,,Tallinn,61,
,,55.959,19.382,,,,,,,Tallinn,62,
,,56.139,18.985,,,,,,,Tallinn,63,
,,56.33,18.605,,,,,,,Tallinn,64,
,,56.534,18.244,,,,,,,Tallinn,65,
,,56.748,17.903,,,,,,,Tallinn,66,
,,56.974,17.584,,,,,,,Tallinn,67,
,,57.209,17.287,,,,,,,Tallinn,68,
,,57.453,17.015,,,,,,,Tallinn,69,
,,57.706,16.769,,,,,,,Tallinn,70,
,,57.966,16.55,,,,,,,Tallinn,71,
,,58.233,16.359,,,,,,,Tallinn,72,
,,58.505,16.198,,,,,,,Tallinn,73,
,,58.782,16.067,,,,,,,Tallinn,74,
,,59.062,15.969,,,,,,,Tallinn,75,
,,59.345,15.905,,,,,,,Tallinn,76,
,,59.63,15.875,,,,,,,Tallinn,77,
,,59.915,15.88,,,,,,,Tallinn,78,
,,60.199,15.922,,,,,,,Tallinn,79,
,,60.482,16,,,,,,,Tallinn,80,
,,60.761,16.117,,,,,,,Tallinn,81,
,,61.036,16.272,,,,,,,Tallinn,82,
,,61.305,16.465,,,,,,,Tallinn,83,
,,61.568,16.697,,,,,,,Tallinn,84,
,,61.822,16.967,,,,,,,Tallinn,85,
,,62.068,17.276,,,,,,,Tallinn,86,
,,62.302,17.622,,,,,,,Tallinn,87,
,,62.525,18.006,,,,,,,Tallinn,88,
,,62.736,18.424,,,,,,,Tallinn,89,
,,62.932,18.877,,,,,,,Tallinn,90,
,,63.113,19.362,,,,,,,Tallinn,91,
,,63.278,19.877,,,,,,,Tallinn,92,
,,63.426,20.42,,,,,,,Tallinn,93,
,,63.557,20.988,,,,,,,Tallinn,94,
,,63.668,21.578,,,,,,,Tallinn,95,
,,63.761,22.187,,,,,,,Tallinn,96,
,,63.833,22.812,,,,,,,Tallinn,97,
,,63.885,23.448,,,,,,,Tallinn,98,
,,63.916,24.092,,,,,,,Tallinn,99,
,,63.927,24.74,,,,,,,Tallinn,100,
,,63.897,27.91,,,,,,,Udria,1,
,,63.886,28.557,,,,,,,Udria,2,
,,63.855,29.201,,,,,,,Udria,3,
,,63.803,29.836,,,,,,,Udria,4,
,,63.731,30.46,,,,,,,Udria,5,
,,63.638,31.068,,,,,,,Udria,6,
,,63.527,31.658,,,,,,,Udria,7,
,,63.397,32.225,,,,,,,Udria,8,
,,63.248,32.768,,,,,,,Udria,9,
,,63.083,33.283,,,,,,,Udria,10,
,,62.902,33.767,,,,,,,Udria,11,
,,62.706,34.219,,,,,,,Udria,12,
,,62.496,34.638,,,,,,,Udria,13,
,,62.273,35.02,,,,,,,Udria,14,
,,62.038,35.367,,,,,,,Udria,15,
,,61.793,35.675,,,,,,,Udria,16,
,,61.538,35.945,,,,,,,Udria,17,
,,61.275,36.177,,,,,,,Udria,18,
,,61.006,36.371,,,,,,,Udria,19,
,,60.731,36.525,,,,,,,Udria,20,
,,60.452,36.642,,,,,,,Udria,21,
,,60.17,36.72,,,,,,,Udria,22,
,,59.885,36.762,,,,,,,Udria,23,
,,59.6,36.767,,,,,,,Udria,24,
,,59.316,36.737,,,,,,,Udria,25,
,,59.033,36.673,,,,,,,Udria,26,
,,58.752,36.575,,,,,,,Udria,27,
,,58.475,36.445,,,,,,,Udria,28,
,,58.203,36.284,,,,,,,Udria,29,
,,57.936,36.094,,,,,,,Udria,30,
,,57.676,35.874,,,,,,,Udria,31,
,,57.424,35.628,,,,,,,Udria,32,
,,57.179,35.357,,,,,,,Udria,33,
,,56.944,35.061,,,,,,,Udria,34,
,,56.719,34.741,,,,,,,Udria,35,
,,56.504,34.401,,,,,,,Udria,36,
,,56.3,34.04,,,,,,,Udria,37,
,,56.109,33.661,,,,,,,Udria,38,
,,55.93,33.264,,,,,,,Udria,39,
,,55.763,32.852,,,,,,,Udria,40,
,,55.611,32.425,,,,,,,Udria,41,
,,55.472,31.984,,,,,,,Udria,42,
,,55.348,31.533,,,,,,,Udria,43,
,,55.238,31.07,,,,,,,Udria,44,
,,55.144,30.599,,,,,,,Udria,45,
,,55.065,30.121,,,,,,,Udria,46,
,,55.001,29.636,,,,,,,Udria,47,
,,54.953,29.146,,,,,,,Udria,48,
,,54.921,28.653,,,,,,,Udria,49,
,,54.905,28.158,,,,,,,Udria,50,
,,54.905,27.662,,,,,,,Udria,51,
,,54.921,27.167,,,,,,,Udria,52,
,,54.953,26.674,,,,,,,Udria,53,
,,55.001,26.184,,,,,,,Udria,54,
,,55.065,25.699,,,,,,,Udria,55,
,,55.144,25.221,,,,,,,Udria,56,
,,55.238,24.75,,,,,,,Udria,57,
,,55.348,24.287,,,,,,,Udria,58,
,,55.472,23.836,,,,,,,Udria,59,
,,55.611,23.395,,,,,,,Udria,60,
,,55.763,22.968,,,,,,,Udria,61,
,,55.93,22.556,,,,,,,Udria,62,
,,56.109,22.159,,,,,,,Udria,63,
,,56.3,21.78,,,,,,,Udria,64,
,,56.504,21.419,,,,,,,Udria,65,
,,56.719,21.079,,,,,,,Udria,66,
,,56.944,20.759,,,,,,,Udria,67,
,,57.179,20.463,,,,,,,Udria,68,
,,57.424,20.192,,,,,,,Udria,69,
,,57.676,19.946,,,,,,,Udria,70,
,,57.936,19.726,,,,,,,Udria,71,
,,58.203,19.536,,,,,,,Udria,72,
,,58.475,19.375,,,,,,,Udria,73,
,,58.752,19.245,,,,,,,Udria,74,
,,59.033,19.147,,,,,,,Udria,75,
,,59.316,19.083,,,,,,,Udria,76,
,,59.6,19.053,,,,,,,Udria,77,
,,59.885,19.058,,,,,,,Udria,78,
,,60.17,19.1,,,,,,,Udria,79,
,,60.452,19.178,,,,,,,Udria,80,
,,60.731,19.295,,,,,,,Udria,81,
,,61.006,19.449,,,,,,,Udria,82,
,,61.275,19.643,,,,,,,Udria,83,
,,61.538,19.875,,,,,,,Udria,84,
,,61.793,20.145,,,,,,,Udria,85,
,,62.038,20.453,,,,,,,Udria,86,
,,62.273,20.8,,,,,,,Udria,87,
,,62.496,21.182,,,,,,,Udria,88,
,,62.706,21.601,,,,,,,Udria,89,
,,62.902,22.053,,,,,,,Udria,90,
,,63.083,22.537,,,,,,,Udria,91,
,,63.248,23.052,,,,,,,Udria,92,
,,63.397,23.595,,,,,,,Udria,93,
,,63.527,24.162,,,,,,,Udria,94,
,,63.638,24.752,,,,,,,Udria,95,
,,63.731,25.36,,,,,,,Udria,96,
,,63.803,25.984,,,,,,,Udria,97,
,,63.855,26.619,,,,,,,Udria,98,
,,63.886,27.263,,,,,,,Udria,99,
,,63.897,27.91,,,,,,,Udria,100,
,,59.187,25.3,,,,,,,Vilnius,1,
,,59.176,25.856,,,,,,,Vilnius,2,
,,59.146,26.409,,,,,,,Vilnius,3,
,,59.095,26.955,,,,,,,Vilnius,4,
,,59.025,27.493,,,,,,,Vilnius,5,
,,58.934,28.017,,,,,,,Vilnius,6,
,,58.825,28.527,,,,,,,Vilnius,7,
,,58.698,29.019,,,,,,,Vilnius,8,
,,58.553,29.49,,,,,,,Vilnius,9,
,,58.391,29.939,,,,,,,Vilnius,10,
,,58.213,30.363,,,,,,,Vilnius,11,
,,58.021,30.76,,,,,,,Vilnius,12,
,,57.814,31.129,,,,,,,Vilnius,13,
,,57.594,31.469,,,,,,,Vilnius,14,
,,57.362,31.778,,,,,,,Vilnius,15,
,,57.12,32.056,,,,,,,Vilnius,16,
,,56.868,32.301,,,,,,,Vilnius,17,
,,56.608,32.513,,,,,,,Vilnius,18,
,,56.341,32.693,,,,,,,Vilnius,19,
,,56.068,32.839,,,,,,,Vilnius,20,
,,55.79,32.952,,,,,,,Vilnius,21,
,,55.508,33.032,,,,,,,Vilnius,22,
,,55.225,33.08,,,,,,,Vilnius,23,
,,54.94,33.096,,,,,,,Vilnius,24,
,,54.655,33.08,,,,,,,Vilnius,25,
,,54.371,33.034,,,,,,,Vilnius,26,
,,54.089,32.957,,,,,,,Vilnius,27,
,,53.811,32.852,,,,,,,Vilnius,28,
,,53.537,32.719,,,,,,,Vilnius,29,
,,53.269,32.559,,,,,,,Vilnius,30,
,,53.006,32.373,,,,,,,Vilnius,31,
,,52.751,32.162,,,,,,,Vilnius,32,
,,52.505,31.927,,,,,,,Vilnius,33,
,,52.267,31.67,,,,,,,Vilnius,34,
,,52.038,31.391,,,,,,,Vilnius,35,
,,51.821,31.093,,,,,,,Vilnius,36,
,,51.614,30.775,,,,,,,Vilnius,37,
,,51.42,30.441,,,,,,,Vilnius,38,
,,51.238,30.089,,,,,,,Vilnius,39,
,,51.069,29.723,,,,,,,Vilnius,40,
,,50.914,29.343,,,,,,,Vilnius,41,
,,50.773,28.951,,,,,,,Vilnius,42,
,,50.646,28.548,,,,,,,Vilnius,43,
,,50.535,28.135,,,,,,,Vilnius,44,
,,50.439,27.713,,,,,,,Vilnius,45,
,,50.358,27.284,,,,,,,Vilnius,46,
,,50.293,26.849,,,,,,,Vilnius,47,
,,50.244,26.41,,,,,,,Vilnius,48,
,,50.212,25.967,,,,,,,Vilnius,49,
,,50.195,25.523,,,,,,,Vilnius,50,
,,50.195,25.077,,,,,,,Vilnius,51,
,,50.212,24.633,,,,,,,Vilnius,52,
,,50.244,24.19,,,,,,,Vilnius,53,
,,50.293,23.751,,,,,,,Vilnius,54,
,,50.358,23.316,,,,,,,Vilnius,55,
,,50.439,22.887,,,,,,,Vilnius,56,
,,50.535,22.465,,,,,,,Vilnius,57,
,,50.646,22.052,,,,,,,Vilnius,58,
,,50.773,21.649,,,,,,,Vilnius,59,
,,50.914,21.257,,,,,,,Vilnius,60,
,,51.069,20.877,,,,,,,Vilnius,61,
,,51.238,20.511,,,,,,,Vilnius,62,
,,51.42,20.159,,,,,,,Vilnius,63,
,,51.614,19.825,,,,,,,Vilnius,64,
,,51.821,19.507,,,,,,,Vilnius,65,
,,52.038,19.209,,,,,,,Vilnius,66,
,,52.267,18.93,,,,,,,Vilnius,67,
,,52.505,18.673,,,,,,,Vilnius,68,
,,52.751,18.438,,,,,,,Vilnius,69,
,,53.006,18.227,,,,,,,Vilnius,70,
,,53.269,18.041,,,,,,,Vilnius,71,
,,53.537,17.881,,,,,,,Vilnius,72,
,,53.811,17.748,,,,,,,Vilnius,73,
,,54.089,17.643,,,,,,,Vilnius,74,
,,54.371,17.566,,,,,,,Vilnius,75,
,,54.655,17.52,,,,,,,Vilnius,76,
,,54.94,17.504,,,,,,,Vilnius,77,
,,55.225,17.52,,,,,,,Vilnius,78,
,,55.508,17.568,,,,,,,Vilnius,79,
,,55.79,17.648,,,,,,,Vilnius,80,
,,56.068,17.761,,,,,,,Vilnius,81,
,,56.341,17.907,,,,,,,Vilnius,82,
,,56.608,18.087,,,,,,,Vilnius,83,
,,56.868,18.299,,,,,,,Vilnius,84,
,,57.12,18.544,,,,,,,Vilnius,85,
,,57.362,18.822,,,,,,,Vilnius,86,
,,57.594,19.131,,,,,,,Vilnius,87,
,,57.814,19.471,,,,,,,Vilnius,88,
,,58.021,19.84,,,,,,,Vilnius,89,
,,58.213,20.237,,,,,,,Vilnius,90,
,,58.391,20.661,,,,,,,Vilnius,91,
,,58.553,21.11,,,,,,,Vilnius,92,
,,58.698,21.581,,,,,,,Vilnius,93,
,,58.825,22.073,,,,,,,Vilnius,94,
,,58.934,22.583,,,,,,,Vilnius,95,
,,59.025,23.107,,,,,,,Vilnius,96,
,,59.095,23.645,,,,,,,Vilnius,97,
,,59.146,24.191,,,,,,,Vilnius,98,
,,59.176,24.744,,,,,,,Vilnius,99,
,,59.187,25.3,,,,,,,Vilnius,100,
,,54.957,30.56,,,,,,,Kiev,1,
,,54.947,31.056,,,,,,,Kiev,2,
,,54.917,31.549,,,,,,,Kiev,3,
,,54.867,32.037,,,,,,,Kiev,4,
,,54.797,32.517,,,,,,,Kiev,5,
,,54.709,32.987,,,,,,,Kiev,6,
,,54.601,33.443,,,,,,,Kiev,7,
,,54.476,33.885,,,,,,,Kiev,8,
,,54.333,34.308,,,,,,,Kiev,9,
,,54.174,34.713,,,,,,,Kiev,10,
,,53.998,35.096,,,,,,,Kiev,11,
,,53.808,35.456,,,,,,,Kiev,12,
,,53.603,35.791,,,,,,,Kiev,13,
,,53.386,36.101,,,,,,,Kiev,14,
,,53.157,36.384,,,,,,,Kiev,15,
,,52.917,36.64,,,,,,,Kiev,16,
,,52.667,36.867,,,,,,,Kiev,17,
,,52.408,37.065,,,,,,,Kiev,18,
,,52.143,37.233,,,,,,,Kiev,19,
,,51.871,37.372,,,,,,,Kiev,20,
,,51.594,37.482,,,,,,,Kiev,21,
,,51.313,37.561,,,,,,,Kiev,22,
,,51.03,37.612,,,,,,,Kiev,23,
,,50.745,37.633,,,,,,,Kiev,24,
,,50.46,37.626,,,,,,,Kiev,25,
,,50.176,37.591,,,,,,,Kiev,26,
,,49.894,37.528,,,,,,,Kiev,27,
,,49.615,37.439,,,,,,,Kiev,28,
,,49.34,37.324,,,,,,,Kiev,29,
,,49.07,37.183,,,,,,,Kiev,30,
,,48.806,37.019,,,,,,,Kiev,31,
,,48.549,36.831,,,,,,,Kiev,32,
,,48.3,36.622,,,,,,,Kiev,33,
,,48.061,36.391,,,,,,,Kiev,34,
,,47.83,36.14,,,,,,,Kiev,35,
,,47.611,35.87,,,,,,,Kiev,36,
,,47.402,35.582,,,,,,,Kiev,37,
,,47.206,35.278,,,,,,,Kiev,38,
,,47.022,34.958,,,,,,,Kiev,39,
,,46.851,34.624,,,,,,,Kiev,40,
,,46.694,34.276,,,,,,,Kiev,41,
,,46.551,33.917,,,,,,,Kiev,42,
,,46.423,33.547,,,,,,,Kiev,43,
,,46.31,33.168,,,,,,,Kiev,44,
,,46.212,32.781,,,,,,,Kiev,45,
,,46.13,32.386,,,,,,,Kiev,46,
,,46.065,31.986,,,,,,,Kiev,47,
,,46.015,31.582,,,,,,,Kiev,48,
,,45.982,31.174,,,,,,,Kiev,49,
,,45.965,30.765,,,,,,,Kiev,50,
,,45.965,30.355,,,,,,,Kiev,51,
,,45.982,29.946,,,,,,,Kiev,52,
,,46.015,29.538,,,,,,,Kiev,53,
,,46.065,29.134,,,,,,,Kiev,54,
,,46.13,28.734,,,,,,,Kiev,55,
,,46.212,28.339,,,,,,,Kiev,56,
,,46.31,27.952,,,,,,,Kiev,57,
,,46.423,27.573,,,,,,,Kiev,58,
,,46.551,27.203,,,,,,,Kiev,59,
,,46.694,26.844,,,,,,,Kiev,60,
,,46.851,26.496,,,,,,,Kiev,61,
,,47.022,26.162,,,,,,,Kiev,62,
,,47.206,25.842,,,,,,,Kiev,63,
,,47.402,25.538,,,,,,,Kiev,64,
,,47.611,25.25,,,,,,,Kiev,65,
,,47.83,24.98,,,,,,,Kiev,66,
,,48.061,24.729,,,,,,,Kiev,67,
,,48.3,24.498,,,,,,,Kiev,68,
,,48.549,24.289,,,,,,,Kiev,69,
,,48.806,24.101,,,,,,,Kiev,70,
,,49.07,23.937,,,,,,,Kiev,71,
